"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 27 14:06:30 CST 2020","Sun Sep 27 14:06:38 CST 2020","7156","case","test_01_login","TestLogin","","","test_01_get_verify_code","获取验证码"
